order_id,order_date,region,category,product,customer_segment,quantity,unit_price,discount,revenue,cost,profit
ORD-00648,2025-02-27,South,Sports,Resistance Band,Wholesale,3,15.99,0.1,43.17,28.51,14.66
ORD-00649,2024-03-24,North,Electronics,Headphones,Wholesale,4,149.0,0.1,536.4,357.01,179.39
ORD-00650,2022-01-14,East,Clothing,Jeans,Corporate,3,49.99,0.0,149.97,84.84,65.13
ORD-00651,2023-07-20,South,Electronics,Laptop,Corporate,4,899.0,0.0,3596.0,1761.13,1834.87
ORD-00652,2023-05-27,South,Home & Kitchen,Toaster,Retail,1,29.99,0.1,26.99,15.29,11.7
ORD-00653,2022-06-08,East,Sports,Yoga Mat,Retail,4,24.99,0.2,79.97,55.52,24.45
ORD-00654,2025-05-04,East,Electronics,Tablet,Wholesale,3,329.0,0.1,888.3,580.63,307.67
ORD-00655,2023-12-14,West,Sports,Dumbbells,Corporate,2,34.99,0.1,62.98,41.24,21.74
ORD-00656,2025-07-18,West,Electronics,Headphones,Corporate,4,149.0,0.0,596.0,297.42,298.58
ORD-00657,2023-03-29,South,Electronics,Monitor,Retail,5,279.0,0.1,1255.5,733.36,522.14
ORD-00658,2024-06-03,East,Sports,Yoga Mat,Corporate,2,24.99,0.0,49.98,23.11,26.87
ORD-00659,2022-04-11,West,Home & Kitchen,Mixer,Retail,5,39.99,0.2,159.96,93.89,66.07
ORD-00660,2024-09-11,South,Sports,Water Bottle,Corporate,5,12.99,0.0,64.95,34.69,30.26
ORD-00661,2024-12-09,South,Clothing,T-Shirt,Corporate,3,19.99,0.05,56.97,29.9,27.07
ORD-00662,2022-07-03,North,Sports,Water Bottle,Wholesale,3,12.99,0.1,35.07,18.65,16.42
ORD-00663,2025-05-01,North,Home & Kitchen,Coffee Maker,Wholesale,3,59.99,0.1,161.97,103.17,58.8
ORD-00664,2025-06-30,South,Sports,Dumbbells,Retail,2,34.99,0.0,69.98,38.69,31.29
ORD-00665,2022-06-25,North,Electronics,Smartphone,Corporate,6,699.0,0.0,4194.0,1895.94,2298.06
ORD-00666,2022-08-16,East,Sports,Water Bottle,Corporate,1,12.99,0.0,12.99,6.25,6.74
ORD-00667,2023-03-10,South,Home & Kitchen,Lamp,Retail,4,24.99,0.1,89.96,55.93,34.03
ORD-00668,2025-11-24,North,Sports,Resistance Band,Retail,5,15.99,0.0,79.95,39.04,40.91
ORD-00669,2023-08-05,South,Home & Kitchen,Mixer,Retail,4,39.99,0.2,127.97,94.66,33.31
ORD-00670,2024-03-06,East,Home & Kitchen,Mixer,Corporate,1,39.99,0.0,39.99,23.2,16.79
ORD-00671,2024-03-02,South,Sports,Resistance Band,Corporate,1,15.99,0.0,15.99,8.36,7.63
ORD-00672,2024-12-24,North,Clothing,Jeans,Corporate,5,49.99,0.05,237.45,133.5,103.95
ORD-00673,2022-02-14,North,Clothing,Dress,Corporate,3,59.99,0.0,179.97,94.21,85.76
ORD-00674,2022-11-18,North,Home & Kitchen,Toaster,Corporate,3,29.99,0.2,71.98,44.57,27.41
ORD-00675,2023-07-19,North,Home & Kitchen,Vacuum,Retail,1,129.99,0.1,116.99,77.0,39.99
ORD-00676,2022-11-07,East,Sports,Yoga Mat,Corporate,1,24.99,0.2,19.99,12.68,7.31
ORD-00677,2025-06-08,South,Sports,Yoga Mat,Wholesale,5,24.99,0.1,112.45,64.22,48.23
ORD-00678,2025-05-24,East,Sports,Resistance Band,Corporate,2,15.99,0.0,31.98,17.52,14.46
ORD-00679,2025-01-13,South,Clothing,Jacket,Retail,5,89.99,0.0,449.95,231.5,218.45
ORD-00680,2025-09-05,South,Home & Kitchen,Mixer,Retail,5,39.99,0.1,179.96,118.43,61.53
ORD-00681,2023-01-13,East,Clothing,T-Shirt,Wholesale,3,19.99,0.1,53.97,35.63,18.34
ORD-00682,2024-06-26,East,Clothing,Jeans,Corporate,1,49.99,0.0,49.99,23.88,26.11
ORD-00683,2025-06-17,East,Clothing,Dress,Wholesale,2,59.99,0.1,107.98,66.36,41.62
ORD-00684,2022-06-12,West,Clothing,Dress,Wholesale,6,59.99,0.2,287.95,182.16,105.79
ORD-00685,2024-10-03,West,Clothing,Jeans,Retail,2,49.99,0.05,94.98,56.46,38.52
ORD-00686,2023-07-07,West,Clothing,Jeans,Wholesale,1,49.99,0.1,44.99,29.0,15.99
ORD-00687,2025-11-09,East,Sports,Yoga Mat,Corporate,4,24.99,0.05,94.96,56.62,38.34
ORD-00688,2024-02-19,East,Sports,Resistance Band,Corporate,5,15.99,0.1,71.95,42.41,29.54
ORD-00689,2025-12-13,North,Electronics,Monitor,Retail,5,279.0,0.0,1395.0,811.43,583.57
ORD-00690,2024-11-28,West,Electronics,Tablet,Wholesale,5,329.0,0.1,1480.5,787.1,693.4
ORD-00691,2024-03-26,East,Home & Kitchen,Vacuum,Retail,2,129.99,0.05,246.98,128.47,118.51
ORD-00692,2025-11-14,South,Sports,Water Bottle,Retail,1,12.99,0.2,10.39,6.82,3.57
ORD-00693,2025-04-13,South,Sports,Water Bottle,Wholesale,3,12.99,0.1,35.07,17.68,17.39
ORD-00694,2025-04-23,South,Sports,Dumbbells,Corporate,3,34.99,0.0,104.97,58.13,46.84
ORD-00695,2022-12-02,North,Electronics,Laptop,Wholesale,4,899.0,0.1,3236.4,1900.75,1335.65
ORD-00696,2024-11-13,South,Sports,Resistance Band,Wholesale,4,15.99,0.1,57.56,36.15,21.41
ORD-00697,2025-03-04,South,Clothing,Jeans,Wholesale,2,49.99,0.2,79.98,45.76,34.22
ORD-00698,2023-09-26,West,Home & Kitchen,Coffee Maker,Wholesale,1,59.99,0.1,53.99,27.03,26.96
ORD-00699,2022-01-26,West,Sports,Water Bottle,Retail,7,12.99,0.1,81.84,52.96,28.88
ORD-00700,2023-03-21,West,Sports,Water Bottle,Corporate,3,12.99,0.1,35.07,17.57,17.5
ORD-00701,2023-07-24,South,Electronics,Smartphone,Retail,1,699.0,0.0,699.0,318.4,380.6
ORD-00702,2025-09-28,East,Home & Kitchen,Mixer,Retail,1,39.99,0.0,39.99,20.5,19.49
ORD-00703,2022-11-27,East,Clothing,Sneakers,Retail,5,79.99,0.0,399.95,235.86,164.09
ORD-00704,2023-09-05,East,Home & Kitchen,Vacuum,Retail,1,129.99,0.05,123.49,74.94,48.55
ORD-00705,2023-08-23,West,Clothing,T-Shirt,Corporate,3,19.99,0.05,56.97,31.71,25.26
ORD-00706,2023-03-05,North,Electronics,Tablet,Corporate,6,329.0,0.05,1875.3,1102.7,772.6
ORD-00707,2025-12-18,East,Sports,Resistance Band,Corporate,3,15.99,0.0,47.97,25.37,22.6
ORD-00708,2023-12-26,South,Sports,Resistance Band,Corporate,4,15.99,0.05,60.76,36.53,24.23
ORD-00709,2023-04-22,East,Clothing,T-Shirt,Retail,1,19.99,0.0,19.99,10.39,9.6
ORD-00710,2023-03-01,West,Sports,Dumbbells,Corporate,3,34.99,0.2,83.98,50.58,33.4
ORD-00711,2023-02-17,East,Home & Kitchen,Mixer,Wholesale,3,39.99,0.1,107.97,63.1,44.87
ORD-00712,2022-01-13,North,Home & Kitchen,Toaster,Retail,4,29.99,0.2,95.97,64.22,31.75
ORD-00713,2022-12-26,South,Home & Kitchen,Toaster,Corporate,4,29.99,0.05,113.96,68.33,45.63
ORD-00714,2022-10-06,West,Clothing,Sneakers,Wholesale,7,79.99,0.1,503.94,317.82,186.12
ORD-00715,2022-04-25,East,Home & Kitchen,Lamp,Corporate,5,24.99,0.0,124.95,60.13,64.82
ORD-00716,2023-11-11,East,Electronics,Smartphone,Corporate,3,699.0,0.0,2097.0,1253.05,843.95
ORD-00717,2024-12-30,South,Sports,Yoga Mat,Wholesale,5,24.99,0.1,112.45,72.43,40.02
ORD-00718,2025-12-15,East,Electronics,Headphones,Wholesale,3,149.0,0.1,402.3,226.06,176.24
ORD-00719,2023-03-19,East,Clothing,T-Shirt,Retail,3,19.99,0.0,59.97,33.98,25.99
ORD-00720,2024-06-27,North,Sports,Resistance Band,Wholesale,2,15.99,0.1,28.78,16.02,12.76
ORD-00721,2024-12-08,East,Home & Kitchen,Coffee Maker,Retail,1,59.99,0.1,53.99,33.08,20.91
ORD-00722,2023-02-25,North,Sports,Water Bottle,Retail,5,12.99,0.0,64.95,29.27,35.68
ORD-00723,2025-11-08,North,Home & Kitchen,Vacuum,Corporate,1,129.99,0.0,129.99,68.65,61.34
ORD-00724,2023-10-02,North,Home & Kitchen,Coffee Maker,Wholesale,3,59.99,0.1,161.97,86.18,75.79
ORD-00725,2024-12-26,East,Sports,Dumbbells,Retail,3,34.99,0.0,104.97,49.72,55.25
ORD-00726,2022-02-01,North,Clothing,Dress,Retail,3,59.99,0.1,161.97,89.58,72.39
ORD-00727,2025-12-13,East,Clothing,Jeans,Wholesale,1,49.99,0.1,44.99,27.09,17.9
ORD-00728,2025-01-12,West,Electronics,Smartphone,Retail,1,699.0,0.0,699.0,354.77,344.23
ORD-00729,2024-05-23,West,Clothing,Dress,Corporate,6,59.99,0.2,287.95,199.73,88.22
ORD-00730,2023-12-30,East,Home & Kitchen,Coffee Maker,Wholesale,5,59.99,0.1,269.95,178.79,91.16
ORD-00731,2025-03-08,South,Electronics,Monitor,Wholesale,1,279.0,0.2,223.2,152.52,70.68
ORD-00732,2024-08-21,South,Clothing,Jeans,Wholesale,5,49.99,0.1,224.96,146.7,78.26
ORD-00733,2023-01-11,East,Home & Kitchen,Vacuum,Retail,4,129.99,0.0,519.96,239.08,280.88
ORD-00734,2023-12-21,West,Sports,Yoga Mat,Corporate,4,24.99,0.1,89.96,53.6,36.36
ORD-00735,2022-07-30,West,Electronics,Headphones,Corporate,7,149.0,0.1,938.7,541.47,397.23
ORD-00736,2024-04-26,South,Clothing,Dress,Wholesale,2,59.99,0.1,107.98,60.9,47.08
ORD-00737,2023-03-03,West,Sports,Resistance Band,Corporate,3,15.99,0.0,47.97,22.83,25.14
ORD-00738,2022-06-09,West,Electronics,Tablet,Wholesale,6,329.0,0.1,1776.6,940.47,836.13
ORD-00739,2022-05-23,North,Sports,Treadmill,Retail,4,499.0,0.2,1596.8,1095.85,500.95
ORD-00740,2023-03-22,South,Electronics,Smartphone,Corporate,2,699.0,0.0,1398.0,710.88,687.12
ORD-00741,2024-07-04,South,Clothing,Jacket,Corporate,3,89.99,0.1,242.97,153.65,89.32
ORD-00742,2023-09-16,West,Home & Kitchen,Mixer,Retail,4,39.99,0.1,143.96,81.68,62.28
ORD-00743,2023-08-26,North,Home & Kitchen,Lamp,Wholesale,1,24.99,0.1,22.49,13.88,8.61
ORD-00744,2022-08-13,East,Electronics,Smartphone,Corporate,4,699.0,0.05,2656.2,1520.41,1135.79
ORD-00745,2024-02-23,West,Sports,Water Bottle,Retail,5,12.99,0.0,64.95,33.85,31.1
ORD-00746,2025-02-11,West,Home & Kitchen,Vacuum,Retail,2,129.99,0.2,207.98,121.89,86.09
ORD-00747,2022-05-27,North,Clothing,Sneakers,Corporate,4,79.99,0.0,319.96,148.05,171.91
ORD-00748,2024-05-01,West,Sports,Resistance Band,Wholesale,2,15.99,0.1,28.78,17.04,11.74
ORD-00749,2024-02-27,East,Clothing,Jeans,Wholesale,4,49.99,0.1,179.96,90.2,89.76
ORD-00750,2023-04-30,East,Sports,Resistance Band,Retail,5,15.99,0.0,79.95,36.38,43.57
ORD-00751,2025-03-09,West,Home & Kitchen,Mixer,Corporate,6,39.99,0.2,191.95,110.85,81.1
ORD-00752,2024-12-14,East,Sports,Resistance Band,Retail,1,15.99,0.1,14.39,9.33,5.06
ORD-00753,2023-05-18,West,Electronics,Tablet,Retail,4,329.0,0.0,1316.0,697.82,618.18
ORD-00754,2024-08-18,West,Sports,Resistance Band,Retail,3,15.99,0.0,47.97,23.67,24.3
ORD-00755,2025-11-24,East,Home & Kitchen,Mixer,Retail,4,39.99,0.1,143.96,76.04,67.92
ORD-00756,2025-09-06,East,Electronics,Headphones,Wholesale,3,149.0,0.1,402.3,206.3,196.0
ORD-00757,2023-06-01,South,Home & Kitchen,Toaster,Corporate,3,29.99,0.0,89.97,50.49,39.48
ORD-00758,2022-12-24,South,Sports,Treadmill,Retail,2,499.0,0.0,998.0,566.24,431.76
ORD-00759,2024-09-20,South,Electronics,Headphones,Retail,1,149.0,0.1,134.1,87.92,46.18
ORD-00760,2024-10-12,West,Sports,Yoga Mat,Corporate,5,24.99,0.0,124.95,60.18,64.77
ORD-00761,2023-12-08,North,Home & Kitchen,Mixer,Wholesale,1,39.99,0.1,35.99,20.78,15.21
ORD-00762,2023-09-10,West,Clothing,Sneakers,Wholesale,4,79.99,0.1,287.96,169.44,118.52
ORD-00763,2022-01-25,East,Sports,Water Bottle,Retail,3,12.99,0.1,35.07,21.53,13.54
ORD-00764,2022-07-19,East,Sports,Resistance Band,Retail,3,15.99,0.0,47.97,23.53,24.44
ORD-00765,2023-06-07,West,Sports,Yoga Mat,Corporate,7,24.99,0.1,157.44,87.57,69.87
ORD-00766,2023-01-04,East,Electronics,Laptop,Corporate,1,899.0,0.0,899.0,475.38,423.62
ORD-00767,2024-07-02,East,Clothing,Jacket,Corporate,3,89.99,0.0,269.97,122.87,147.1
ORD-00768,2022-07-08,North,Clothing,Dress,Retail,1,59.99,0.2,47.99,35.61,12.38
ORD-00769,2025-05-23,South,Sports,Resistance Band,Wholesale,2,15.99,0.1,28.78,17.73,11.05
ORD-00770,2023-08-27,West,Electronics,Monitor,Wholesale,4,279.0,0.2,892.8,631.08,261.72
ORD-00771,2023-06-12,South,Electronics,Headphones,Wholesale,1,149.0,0.1,134.1,89.31,44.79
ORD-00772,2023-06-27,South,Sports,Dumbbells,Retail,4,34.99,0.0,139.96,75.79,64.17
ORD-00773,2025-08-14,West,Electronics,Smartphone,Wholesale,6,699.0,0.2,3355.2,1954.14,1401.06
ORD-00774,2023-06-15,North,Electronics,Laptop,Retail,1,899.0,0.0,899.0,509.36,389.64
ORD-00775,2024-10-16,South,Electronics,Laptop,Wholesale,3,899.0,0.2,2157.6,1347.08,810.52
ORD-00776,2025-03-22,North,Sports,Water Bottle,Retail,4,12.99,0.05,49.36,29.96,19.4
ORD-00777,2025-01-11,South,Electronics,Monitor,Wholesale,3,279.0,0.1,753.3,494.04,259.26
ORD-00778,2023-11-14,East,Sports,Dumbbells,Wholesale,1,34.99,0.1,31.49,18.55,12.94
ORD-00779,2022-06-14,West,Home & Kitchen,Coffee Maker,Wholesale,2,59.99,0.1,107.98,65.88,42.1
ORD-00780,2025-11-26,West,Electronics,Headphones,Retail,3,149.0,0.2,357.6,213.85,143.75
ORD-00781,2023-01-31,North,Clothing,Sneakers,Corporate,4,79.99,0.0,319.96,182.03,137.93
ORD-00782,2023-09-23,West,Sports,Dumbbells,Retail,1,34.99,0.0,34.99,19.88,15.11
ORD-00783,2024-04-10,North,Clothing,Dress,Corporate,4,59.99,0.2,191.97,139.3,52.67
ORD-00784,2022-11-02,South,Electronics,Laptop,Corporate,2,899.0,0.0,1798.0,936.19,861.81
ORD-00785,2022-04-04,South,Clothing,T-Shirt,Wholesale,2,19.99,0.2,31.98,18.29,13.69
ORD-00786,2022-07-19,West,Clothing,Dress,Corporate,1,59.99,0.0,59.99,28.02,31.97
ORD-00787,2025-06-14,South,Electronics,Smartphone,Wholesale,4,699.0,0.2,2236.8,1542.72,694.08
ORD-00788,2022-09-05,South,Home & Kitchen,Coffee Maker,Retail,1,59.99,0.1,53.99,28.56,25.43
ORD-00789,2022-09-05,East,Clothing,Sneakers,Retail,2,79.99,0.2,127.98,80.87,47.11
ORD-00790,2024-06-17,South,Electronics,Smartphone,Retail,1,699.0,0.2,559.2,378.76,180.44
ORD-00791,2022-02-02,West,Electronics,Laptop,Wholesale,1,899.0,0.2,719.2,484.61,234.59
ORD-00792,2024-05-02,West,Clothing,Jeans,Retail,2,49.99,0.1,89.98,51.75,38.23
ORD-00793,2022-12-24,North,Clothing,Sneakers,Wholesale,5,79.99,0.1,359.95,217.6,142.35
ORD-00794,2023-12-14,West,Electronics,Tablet,Corporate,2,329.0,0.0,658.0,357.19,300.81
ORD-00795,2024-11-05,South,Sports,Yoga Mat,Retail,3,24.99,0.0,74.97,35.91,39.06
ORD-00796,2025-11-04,West,Sports,Yoga Mat,Wholesale,2,24.99,0.1,44.98,22.9,22.08
ORD-00797,2023-08-07,South,Sports,Treadmill,Wholesale,3,499.0,0.1,1347.3,854.45,492.85
ORD-00798,2022-03-30,North,Electronics,Tablet,Retail,1,329.0,0.0,329.0,171.99,157.01
ORD-00799,2022-05-26,South,Sports,Resistance Band,Corporate,5,15.99,0.0,79.95,41.0,38.95
ORD-00800,2025-10-18,East,Clothing,T-Shirt,Corporate,3,19.99,0.0,59.97,27.87,32.1
ORD-00801,2024-04-24,South,Sports,Yoga Mat,Retail,1,24.99,0.05,23.74,13.44,10.3
ORD-00802,2024-06-11,South,Clothing,Dress,Retail,4,59.99,0.0,239.96,121.92,118.04
ORD-00803,2024-07-26,South,Home & Kitchen,Toaster,Corporate,2,29.99,0.0,59.98,28.14,31.84
ORD-00804,2025-03-10,North,Home & Kitchen,Coffee Maker,Retail,1,59.99,0.05,56.99,31.12,25.87
ORD-00805,2023-12-05,South,Home & Kitchen,Lamp,Retail,2,24.99,0.2,39.98,29.63,10.35
ORD-00806,2025-03-29,South,Electronics,Monitor,Wholesale,5,279.0,0.1,1255.5,751.54,503.96
ORD-00807,2023-07-26,North,Sports,Yoga Mat,Retail,2,24.99,0.0,49.98,25.75,24.23
ORD-00808,2025-04-26,South,Electronics,Monitor,Corporate,1,279.0,0.05,265.05,156.25,108.8
ORD-00809,2022-03-10,West,Sports,Water Bottle,Retail,1,12.99,0.0,12.99,6.01,6.98
ORD-00810,2025-11-20,West,Clothing,Jeans,Retail,3,49.99,0.2,119.98,89.96,30.02
ORD-00811,2024-09-09,East,Clothing,Sneakers,Wholesale,5,79.99,0.2,319.96,214.99,104.97
ORD-00812,2024-08-07,South,Sports,Yoga Mat,Corporate,3,24.99,0.2,59.98,38.96,21.02
ORD-00813,2022-01-03,North,Sports,Treadmill,Wholesale,5,499.0,0.1,2245.5,1233.75,1011.75
ORD-00814,2025-11-30,South,Electronics,Tablet,Corporate,3,329.0,0.0,987.0,520.36,466.64
ORD-00815,2024-01-16,North,Electronics,Monitor,Retail,3,279.0,0.0,837.0,422.55,414.45
ORD-00816,2025-08-20,North,Clothing,Jeans,Corporate,3,49.99,0.0,149.97,79.63,70.34
ORD-00817,2024-09-06,South,Clothing,Jacket,Wholesale,3,89.99,0.1,242.97,141.88,101.09
ORD-00818,2023-07-22,North,Electronics,Headphones,Retail,3,149.0,0.1,402.3,236.46,165.84
ORD-00819,2024-08-20,East,Sports,Resistance Band,Retail,3,15.99,0.2,38.38,28.39,9.99
ORD-00820,2023-01-21,West,Electronics,Laptop,Wholesale,5,899.0,0.1,4045.5,2096.49,1949.01
ORD-00821,2022-08-18,South,Sports,Yoga Mat,Retail,2,24.99,0.1,44.98,29.63,15.35
ORD-00822,2023-08-24,West,Clothing,Sneakers,Wholesale,3,79.99,0.2,191.98,131.19,60.79
ORD-00823,2023-01-23,North,Electronics,Smartphone,Corporate,5,699.0,0.05,3320.25,1876.14,1444.11
ORD-00824,2025-08-16,East,Sports,Resistance Band,Wholesale,5,15.99,0.1,71.95,41.32,30.63
ORD-00825,2025-03-07,South,Home & Kitchen,Coffee Maker,Wholesale,3,59.99,0.1,161.97,94.06,67.91
ORD-00826,2022-04-07,South,Home & Kitchen,Toaster,Retail,4,29.99,0.0,119.96,65.11,54.85
ORD-00827,2025-12-28,East,Clothing,Jeans,Retail,2,49.99,0.0,99.98,48.56,51.42
ORD-00828,2023-10-11,South,Sports,Treadmill,Corporate,3,499.0,0.0,1497.0,719.72,777.28
ORD-00829,2022-03-13,East,Home & Kitchen,Coffee Maker,Retail,3,59.99,0.05,170.97,95.56,75.41
ORD-00830,2024-12-28,East,Electronics,Laptop,Wholesale,5,899.0,0.1,4045.5,2661.8,1383.7
ORD-00831,2022-11-16,North,Home & Kitchen,Toaster,Corporate,4,29.99,0.0,119.96,71.43,48.53
ORD-00832,2025-09-27,South,Sports,Treadmill,Retail,1,499.0,0.2,399.2,260.4,138.8
ORD-00833,2022-10-13,North,Home & Kitchen,Mixer,Wholesale,4,39.99,0.1,143.96,92.16,51.8
ORD-00834,2024-01-02,North,Home & Kitchen,Mixer,Corporate,5,39.99,0.2,159.96,95.83,64.13
ORD-00835,2023-03-31,East,Clothing,T-Shirt,Corporate,1,19.99,0.1,17.99,11.54,6.45
ORD-00836,2025-10-07,North,Sports,Yoga Mat,Corporate,4,24.99,0.0,99.96,54.03,45.93
ORD-00837,2022-04-25,East,Sports,Yoga Mat,Retail,4,24.99,0.0,99.96,50.77,49.19
ORD-00838,2023-08-06,East,Home & Kitchen,Toaster,Corporate,4,29.99,0.1,107.96,55.56,52.4
ORD-00839,2024-06-28,West,Sports,Treadmill,Wholesale,2,499.0,0.1,898.2,558.17,340.03
ORD-00840,2022-10-13,North,Clothing,Jeans,Corporate,3,49.99,0.05,142.47,89.72,52.75
ORD-00841,2023-11-18,North,Sports,Dumbbells,Wholesale,1,34.99,0.1,31.49,19.1,12.39
ORD-00842,2024-04-28,South,Sports,Resistance Band,Wholesale,2,15.99,0.1,28.78,15.28,13.5
ORD-00843,2023-08-16,West,Electronics,Headphones,Retail,5,149.0,0.05,707.75,360.34,347.41
ORD-00844,2022-11-12,East,Home & Kitchen,Vacuum,Wholesale,1,129.99,0.2,103.99,71.48,32.51
ORD-00845,2024-05-04,South,Sports,Yoga Mat,Wholesale,1,24.99,0.1,22.49,14.11,8.38
ORD-00846,2022-05-17,East,Sports,Resistance Band,Wholesale,4,15.99,0.1,57.56,34.81,22.75
ORD-00847,2025-11-22,North,Home & Kitchen,Lamp,Retail,5,24.99,0.0,124.95,72.07,52.88
ORD-00848,2025-04-06,North,Clothing,Jacket,Retail,4,89.99,0.2,287.97,169.3,118.67
ORD-00849,2022-04-19,East,Home & Kitchen,Vacuum,Corporate,3,129.99,0.0,389.97,192.44,197.53
ORD-00850,2025-08-01,North,Clothing,Jeans,Corporate,1,49.99,0.1,44.99,28.14,16.85
ORD-00851,2023-10-23,East,Home & Kitchen,Toaster,Wholesale,3,29.99,0.1,80.97,47.7,33.27
ORD-00852,2022-10-22,North,Clothing,Dress,Wholesale,3,59.99,0.1,161.97,102.01,59.96
ORD-00853,2023-11-28,South,Electronics,Smartphone,Corporate,2,699.0,0.0,1398.0,795.83,602.17
ORD-00854,2025-06-10,North,Sports,Water Bottle,Retail,1,12.99,0.0,12.99,7.44,5.55
ORD-00855,2024-09-09,East,Home & Kitchen,Toaster,Corporate,2,29.99,0.05,56.98,35.0,21.98
ORD-00856,2024-12-07,East,Clothing,Jacket,Retail,1,89.99,0.2,71.99,51.49,20.5
ORD-00857,2022-09-21,South,Clothing,Jacket,Retail,2,89.99,0.0,179.98,84.51,95.47
ORD-00858,2024-05-20,North,Electronics,Laptop,Retail,5,899.0,0.0,4495.0,2155.14,2339.86
ORD-00859,2025-09-13,North,Sports,Dumbbells,Corporate,3,34.99,0.0,104.97,48.28,56.69
ORD-00860,2022-01-22,North,Electronics,Tablet,Wholesale,2,329.0,0.1,592.2,314.34,277.86
ORD-00861,2022-03-01,North,Clothing,Jacket,Corporate,5,89.99,0.0,449.95,226.25,223.7
ORD-00862,2025-06-09,South,Electronics,Laptop,Retail,6,899.0,0.1,4854.6,2602.87,2251.73
ORD-00863,2023-08-01,South,Electronics,Laptop,Corporate,2,899.0,0.2,1438.4,937.13,501.27
ORD-00864,2025-04-22,South,Sports,Dumbbells,Wholesale,2,34.99,0.1,62.98,41.79,21.19
ORD-00865,2023-03-15,South,Sports,Dumbbells,Corporate,3,34.99,0.0,104.97,54.57,50.4
ORD-00866,2022-10-06,West,Home & Kitchen,Toaster,Retail,7,29.99,0.0,209.93,104.8,105.13
ORD-00867,2024-02-28,East,Sports,Resistance Band,Wholesale,3,15.99,0.2,38.38,28.61,9.77
ORD-00868,2023-04-08,West,Home & Kitchen,Vacuum,Wholesale,2,129.99,0.1,233.98,153.61,80.37
ORD-00869,2023-01-03,North,Sports,Dumbbells,Corporate,4,34.99,0.05,132.96,73.95,59.01
ORD-00870,2022-06-24,North,Clothing,Sneakers,Retail,4,79.99,0.2,255.97,172.33,83.64
ORD-00871,2022-12-12,North,Home & Kitchen,Coffee Maker,Wholesale,3,59.99,0.1,161.97,97.05,64.92
ORD-00872,2022-09-09,South,Sports,Water Bottle,Corporate,3,12.99,0.2,31.18,22.01,9.17
ORD-00873,2023-07-14,West,Home & Kitchen,Vacuum,Retail,7,129.99,0.05,864.43,479.27,385.16
ORD-00874,2024-07-20,North,Electronics,Headphones,Retail,4,149.0,0.2,476.8,352.45,124.35
ORD-00875,2022-07-23,North,Electronics,Monitor,Wholesale,1,279.0,0.1,251.1,150.85,100.25
ORD-00876,2022-11-09,East,Electronics,Laptop,Corporate,6,899.0,0.05,5124.3,2590.68,2533.62
ORD-00877,2024-10-16,West,Home & Kitchen,Lamp,Retail,4,24.99,0.1,89.96,53.18,36.78
ORD-00878,2024-05-31,North,Sports,Water Bottle,Retail,3,12.99,0.05,37.02,20.12,16.9
ORD-00879,2022-03-09,South,Home & Kitchen,Coffee Maker,Corporate,4,59.99,0.05,227.96,112.82,115.14
ORD-00880,2024-03-07,West,Electronics,Tablet,Corporate,6,329.0,0.1,1776.6,1027.41,749.19
ORD-00881,2022-11-17,North,Sports,Treadmill,Corporate,4,499.0,0.1,1796.4,1188.88,607.52
ORD-00882,2025-10-17,East,Home & Kitchen,Toaster,Retail,1,29.99,0.0,29.99,16.15,13.84
ORD-00883,2024-01-21,East,Electronics,Headphones,Wholesale,3,149.0,0.1,402.3,267.66,134.64
ORD-00884,2023-12-21,North,Clothing,Jeans,Retail,2,49.99,0.2,79.98,49.67,30.31
ORD-00885,2025-11-10,North,Home & Kitchen,Mixer,Wholesale,3,39.99,0.1,107.97,54.34,53.63
ORD-00886,2022-03-18,West,Sports,Resistance Band,Wholesale,7,15.99,0.1,100.74,50.71,50.03
ORD-00887,2025-04-19,North,Home & Kitchen,Vacuum,Retail,5,129.99,0.05,617.45,323.91,293.54
ORD-00888,2024-09-27,North,Clothing,Jacket,Corporate,4,89.99,0.1,323.96,205.8,118.16
ORD-00889,2023-11-27,South,Home & Kitchen,Toaster,Retail,4,29.99,0.0,119.96,62.92,57.04
ORD-00890,2025-01-02,South,Home & Kitchen,Toaster,Wholesale,1,29.99,0.1,26.99,17.98,9.01
ORD-00891,2023-04-08,North,Electronics,Tablet,Wholesale,2,329.0,0.1,592.2,375.18,217.02
ORD-00892,2024-05-24,South,Home & Kitchen,Mixer,Wholesale,3,39.99,0.1,107.97,68.46,39.51
ORD-00893,2025-09-20,East,Clothing,Sneakers,Wholesale,4,79.99,0.1,287.96,173.98,113.98
ORD-00894,2025-10-07,South,Electronics,Tablet,Corporate,2,329.0,0.0,658.0,361.32,296.68
ORD-00895,2024-08-15,East,Sports,Resistance Band,Wholesale,1,15.99,0.1,14.39,7.68,6.71
ORD-00896,2022-10-30,South,Clothing,Jacket,Retail,4,89.99,0.05,341.96,179.19,162.77
ORD-00897,2025-07-22,South,Sports,Treadmill,Corporate,3,499.0,0.2,1197.6,709.71,487.89
ORD-00898,2025-05-16,South,Sports,Yoga Mat,Retail,1,24.99,0.0,24.99,11.96,13.03
ORD-00899,2023-09-28,West,Sports,Resistance Band,Wholesale,4,15.99,0.1,57.56,30.72,26.84
ORD-00900,2022-10-07,North,Home & Kitchen,Toaster,Retail,5,29.99,0.0,149.95,81.97,67.98
ORD-00901,2024-09-22,North,Electronics,Laptop,Wholesale,3,899.0,0.1,2427.3,1577.98,849.32
